tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
9606,Homo sapiens,57817,0,live,HAMP,"HEPC, HFE2B, LEAP1, PLTR",hepcidin antimicrobial peptide,; hepcidin|hepcidin preproprotein|liver-expressed antimicrobial peptide 1|putative liver tumor regressor,19q13.12,19,NC_000019.10,35282528,35285143,plus,3,606464
9606,Homo sapiens,7412,0,live,VCAM1,"CD106, INCAM-100",vascular cell adhesion molecule 1,; vascular cell adhesion protein 1|CD106 antigen,1p21.2,1,NC_000001.11,100719640,100739045,plus,9,192225
9606,Homo sapiens,2212,0,live,FCGR2A,"CD32, CD32A, CDw32, FCG2, FCGR21, FcGR, IGFR2, FCGR2A",Fc fragment of IgG receptor IIa,"; low affinity immunoglobulin gamma Fc region receptor II-a|Fc fragment of IgG, low affinity IIa, receptor (CD32)|Fc gamma receptor RIIa3|Immunoglobulin G Fc receptor II|fc-gamma-RIIa|fcRII-a|igG Fc receptor II-a",1q23.3,1,NC_000001.11,161505430,161524048,plus,12,146790
9606,Homo sapiens,948,0,live,CD36,"BDPLT10, CHDS7, FAT, GP3B, GP4, GPIV, PASIV, SCARB3",CD36 molecule,"; platelet glycoprotein 4|CD36 antigen (collagen type I receptor, thrombospondin receptor)|CD36 molecule (thrombospondin receptor)|GPIIIB|PAS IV|PAS-4 protein|cluster determinant 36|fatty acid translocase|glycoprotein IIIb|leukocyte differentiation antigen CD36|platelet glycoprotein IV|scavenger receptor class B, member 3",7q21.11,7,NC_000007.14,80602207,80679277,plus,19,173510
9606,Homo sapiens,10673,0,live,TNFSF13B,"BAFF, BLYS, CD257, DTL, TALL-1, TALL1, THANK, TNFSF20, TNLG7A, ZTNF4",TNF superfamily member 13b,"; tumor necrosis factor ligand superfamily member 13B|ApoL related ligand TALL-1|B-cell-activating factor|B-lymphocyte stimulator|Delta4 BAFF|TNF and ApoL-related leukocyte expressed ligand 1|TNF homolog that activates apoptosis|delta BAFF|dendritic cell-derived TNF-like molecule|epididymis secretory sperm binding protein|tumor necrosis factor (ligand) superfamily, member 13b|tumor necrosis factor (ligand) superfamily, member 20|tumor necrosis factor ligand 7A|tumor necrosis factor superfamily member 13b|tumor necrosis factor-like protein ZTNF4",13q33.3,13,NC_000013.11,108268240,108308484,plus,7,603969
9606,Homo sapiens,4049,0,live,LTA,"LT, TNFB, TNFSF1, TNLG1E",lymphotoxin alpha,"; lymphotoxin-alpha|LT-alpha|TNF superfamily, member 1|TNF-beta|truncated lymphotoxin alpha|tumor necrosis factor beta|tumor necrosis factor ligand 1E|tumor necrosis factor ligand superfamily member 1",6p21.33,6,NC_000006.12,31560550,31574324,plus,8,153440
9606,Homo sapiens,2056,0,live,EPO,"DBAL, ECYT5, EP, MVCD2",erythropoietin,; erythropoietin|epoetin,7q22.1,7,NC_000007.14,100720468,100723700,plus,5,133170
9606,Homo sapiens,2539,0,live,G6PD,G6PD1,glucose-6-phosphate dehydrogenase,; glucose-6-phosphate 1-dehydrogenase|epididymis secretory sperm binding protein,Xq28,X,NC_000023.11,154531390,154547569,minus,14,305900
9606,Homo sapiens,3240,0,live,HP,"BP2ALPHA2, HPA1S, HP",haptoglobin,"; haptoglobin|binding peptide|haptoglobin alpha(1S)-beta|haptoglobin alpha(2FS)-beta|haptoglobin, alpha polypeptide|haptoglobin, beta polypeptide|zonulin",16q22.2,16,NC_000016.10,72054505,72061056,plus,7,140100
9606,Homo sapiens,285,0,live,ANGPT2,"AGPT2, ANG2",angiopoietin 2,; angiopoietin-2|ANG-2|Tie2-ligand|angiopoietin-2B|angiopoietin-2a,8p23.1,8,NC_000008.11,6499632,6563420,minus,9,601922
9606,Homo sapiens,7133,0,live,TNFRSF1B,"CD120b, TBPII, TNF-R-II, TNF-R75, TNFBR, TNFR1B, TNFR2, TNFR80, p75, p75TNFR",TNF receptor superfamily member 1B,; tumor necrosis factor receptor superfamily member 1B|TNF-R2|TNF-RII|p75 TNF receptor|p80 TNF-alpha receptor|soluble TNFR1B variant 1|tumor necrosis factor beta receptor|tumor necrosis factor binding protein 2|tumor necrosis factor receptor 2|tumor necrosis factor receptor type II,1p36.22,1,NC_000001.11,12166948,12209222,plus,11,191191
9606,Homo sapiens,2214,0,live,FCGR3A,"CD16, CD16A, FCG3, FCGR3, FCGRIII, FCR-10, FCRIII, FCRIIIA, IGFR3, IMD20",Fc fragment of IgG receptor IIIa,"; low affinity immunoglobulin gamma Fc region receptor III-A|CD16a antigen|Fc fragment of IgG, low affinity III, receptor for (CD16)|Fc fragment of IgG, low affinity IIIa, receptor (CD16a)|Fc gamma receptor III-A|Fc-gamma RIII-alpha|Fc-gamma receptor III-2 (CD 16)|Fc-gamma receptor IIIb (CD16)|FcgammaRIIIA|igG Fc receptor III-2|immunoglobulin G Fc receptor III|low affinity immunoglobulin gamma receptor III-a Fc fragment|neutrophil-specific antigen NA",1q23.3,1,NC_000001.11,161541759,161550737,minus,7,146740
9606,Homo sapiens,4615,0,live,MYD88,MYD88D,MYD88 innate immune signal transduction adaptor,; myeloid differentiation primary response protein MyD88|mutant myeloid differentiation primary response 88|myeloid differentiation primary response 88|myeloid differentiation primary response gene (88),3p22.2,3,NC_000003.12,38138661,38143022,plus,5,602170
9606,Homo sapiens,59067,0,live,IL21,"CVID11, IL-21, Za11",interleukin 21,; interleukin-21|interleukin-21 isoform,4q27,4,NC_000004.12,122610108,122621066,minus,5,605384
9606,Homo sapiens,6868,0,live,ADAM17,"ADAM18, CD156B, CSVP, NISBD, NISBD1, TACE",ADAM metallopeptidase domain 17,"; disintegrin and metalloproteinase domain-containing protein 17|ADAM metallopeptidase domain 18|TNF-alpha convertase|TNF-alpha converting enzyme|snake venom-like protease|tumor necrosis factor, alpha, converting enzyme",2p25.1,2,NC_000002.12,9488486,9555830,minus,20,603639
9606,Homo sapiens,135,0,live,ADORA2A,"A2aR, ADORA2, RDC8",adenosine A2a receptor,; adenosine receptor A2a|adenosine receptor subtype A2a,22q11.23,22,NC_000022.11,24423597,24442360,plus,6,102776
9606,Homo sapiens,6521,0,live,SLC4A1,"AE1, BND3, CD233, CHC, DI, EMPB3, EPB3, FR, RTA1A, SAO, SPH4, SW, WD, WD1, WR",solute carrier family 4 member 1 (Diego blood group),"; band 3 anion transport protein|Diego blood group|Froese blood group|Swann blood group|Waldner blood group|Wright blood group|anion exchange protein 1|anion exchanger-1|band 3 anion exchanger|erythrocyte membrane protein band 3|erythroid anion exchange protein|solute carrier family 4 (anion exchanger), member 1 (Diego blood group)|solute carrier family 4, anion exchanger, member 1 (erythrocyte membrane protein band 3, Diego blood group)|solute carrier family 4, anion exchanger, number 1",17q21.31,17,NC_000017.11,44248390,44268161,minus,21,109270
9606,Homo sapiens,3456,0,live,IFNB1,"IFB, IFF, IFN-beta, IFNB",interferon beta 1,"; interferon beta|fibroblast interferon|interferon, beta 1, fibroblast|interferon-beta",9p21.3,9,NC_000009.12,21077104,21077942,minus,1,147640
9606,Homo sapiens,3566,0,live,IL4R,"CD124, IL-4RAA, IL4R",interleukin 4 receptor,; interleukin-4 receptor subunit alpha|IL-4 receptor subunit alpha|IL4R nirs variant 1|interleukin 13 receptor|interleukin-4 receptor alpha chain,16p12.1,16,NC_000016.10,27313668,27364778,plus,16,147781
9606,Homo sapiens,4842,0,live,NOS1,"IHPS1, N-NOS, NC-NOS, NOS, bNOS, nNOS",nitric oxide synthase 1,"; nitric oxide synthase, brain|NOS type I|constitutive NOS|neuronal NOS|nitric oxide synthase 1 (neuronal)|peptidyl-cysteine S-nitrosylase NOS1",12q24.22,12,NC_000012.12,117208142,117361802,minus,33,163731
9606,Homo sapiens,50616,0,live,IL22,"IL-21, IL-22, IL-D110, IL-TIF, ILTIF, TIFIL-23, TIFa, zcyto18",interleukin 22,; interleukin-22|IL-10-related T-cell-derived inducible factor|cytokine Zcyto18,12q15,12,NC_000012.12,68248242,68253604,minus,6,605330
9606,Homo sapiens,1536,0,live,CYBB,"AMCBX2, CGD, GP91-1, GP91-PHOX, GP91PHOX, IMD34, NOX2, p91-PHOX",cytochrome b-245 beta chain,; cytochrome b-245 heavy chain|CGD91-phox|NADPH oxidase 2|cytochrome b(558) subunit beta|cytochrome b-245 beta polypeptide|cytochrome b558 subunit beta|heme-binding membrane glycoprotein gp91phox|neutrophil cytochrome b 91 kDa polypeptide|p22 phagocyte B-cytochrome|superoxide-generating NADPH oxidase heavy chain subunit,Xp21.1-p11.4,X,NC_000023.11,37780059,37813461,plus,13,300481
9606,Homo sapiens,7056,0,live,THBD,"AHUS6, BDCA3, CD141, THPH12, THRM, TM",thrombomodulin,; thrombomodulin|CD141 antigen|fetomodulin,20p11.21,20,NC_000020.11,23045633,23049672,minus,1,188040
9606,Homo sapiens,949,0,live,SCARB1,"CD36L1, CLA-1, CLA1, HDLQTL6, SR-BI, SRB1",scavenger receptor class B member 1,"; scavenger receptor class B member 1|CD36 and LIMPII analogous 1|CD36 antigen (collagen type I receptor, thrombospondin receptor)-like 1|scavenger receptor class B type III",12q24.31,12,NC_000012.12,124776856,124863864,minus,15,601040
9606,Homo sapiens,3592,0,live,IL12A,"CLMF, IL-12A, NFSK, NKSF1, P35",interleukin 12A,"; interleukin-12 subunit alpha|CLMF p35|IL-12, subunit p35|IL35 subunit|NF cell stimulatory factor chain 1|NK cell stimulatory factor chain 1|cytotoxic lymphocyte maturation factor 1, p35|cytotoxic lymphocyte maturation factor 35 kDa subunit|interleukin 12, p35|interleukin 12A (natural killer cell stimulatory factor 1, cytotoxic lymphocyte maturation factor 1, p35)|interleukin-12 alpha chain",3q25.33,3,NC_000003.12,159988835,159996019,plus,7,161560
9606,Homo sapiens,6606,0,live,SMN1,"BCD541, GEMIN1, SMA, SMA1, SMA2, SMA3, SMA4, SMA@, SMN, SMNT, T-BCD541, TDRD16A","survival of motor neuron 1, telomeric",; survival motor neuron protein|component of gems 1|gemin-1|survival motor neuron 1 protein|survival of motor neuron 1 isoform D2A2B345|survival of motor neuron 1 isoform D2A2B3457|survival of motor neuron 1 isoform D2A3457|survival of motor neuron 1 isoform D2B3457|survival of motor neuron 1 isoform D345|survival of motor neuron 1 isoform D3457|survival of motor neuron 1 isoform D347|tudor domain containing 16A,5q13.2,5,NC_000005.10,70924941,70953015,plus,10,600354
9606,Homo sapiens,1113,0,live,CHGA,CGA,chromogranin A,; chromogranin-A|SP-I|betagranin (N-terminal fragment of chromogranin A)|catestatin|chromofungin|parathyroid secretory protein 1|pituitary secretory protein I,14q32.12,14,NC_000014.9,92922594,92935293,plus,9,118910
9606,Homo sapiens,28,0,live,ABO,"A3GALNT, A3GALT1, GTB, NAGAT","ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase","; histo-blood group ABO system transferase|ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)|B(A) alpha-1,3-galactosyltransferase|histo-blood group A2 transferase",9q34.2,9,NC_000009.12,133250401,133275201,minus,7,110300
9606,Homo sapiens,59272,0,live,ACE2,ACEH,angiotensin I converting enzyme 2,; angiotensin-converting enzyme 2|ACE-related carboxypeptidase|angiotensin I converting enzyme (peptidyl-dipeptidase A) 2|angiotensin-converting enzyme homolog|metalloprotease MPROT15|peptidyl-dipeptidase A,Xp22.2,X,NC_000023.11,15494520,15602158,minus,21,300335
9606,Homo sapiens,9332,0,live,CD163,"M130, MM130, SCARI1",CD163 molecule,; scavenger receptor cysteine-rich type 1 protein M130|hemoglobin scavenger receptor|macrophage-associated antigen,12p13.31,12,NC_000012.12,7470811,7503818,minus,16,605545
9606,Homo sapiens,6778,0,live,STAT6,"D12S1644, IL-4-STATB, STAT6C, STAT6",signal transducer and activator of transcription 6,"; signal transducer and activator of transcription 6|STAT, interleukin4-induced|signal transducer and activator of transcription 6, interleukin-4 induced|transcription factor IL-4 STAT",12q13.3,12,NC_000012.12,57095408,57111413,minus,24,601512
9606,Homo sapiens,6376,0,live,CX3CL1,"ABCD-3, C3Xkine, CXC3, CXC3C, NTN, NTT, SCYD1, fractalkine, neurotactin",C-X3-C motif chemokine ligand 1,"; fractalkine|C-X3-C motif chemokine 1|CX3C membrane-anchored chemokine|chemokine (C-X3-C motif) ligand 1|small inducible cytokine subfamily D (Cys-X3-Cys), member 1 (fractalkine, neurotactin)|small inducible cytokine subfamily D (Cys-X3-Cys), member-1|small-inducible cytokine D1",16q21,16,NC_000016.10,57372490,57385044,plus,3,601880
9606,Homo sapiens,6279,0,live,S100A8,"60B8AG, CAGA, CFAG, CGLA, CP-10, L1Ag, MA387, MIF, MRP8, NIF, P8",S100 calcium binding protein A8,; protein S100-A8|calgranulin A|calprotectin L1L subunit|cystic fibrosis antigen|leukocyte L1 complex light chain|migration inhibitory factor-related protein 8|urinary stone protein band A,1q21.3,1,NC_000001.11,153390032,153422583,minus,5,123885
9606,Homo sapiens,6288,0,live,SAA1,"PIG4, SAA, SAA2, TP53I4",serum amyloid A1,; serum amyloid A-1 protein|serum amyloid A protein|tumor protein p53 inducible protein 4,11p15.1,11,NC_000011.10,18266225,18269977,plus,4,104750
9606,Homo sapiens,284,0,live,ANGPT1,"AGP1, AGPT, ANG1",angiopoietin 1,; angiopoietin-1|ANG-1,8q23.1,8,NC_000008.11,107249482,107497918,minus,10,601667
9606,Homo sapiens,3659,0,live,IRF1,"IRF-1, MAR",interferon regulatory factor 1,"; interferon regulatory factor 1|interferon regulatory factor 1 isoform +I9|interferon regulatory factor 1 isoform d78|interferon regulatory factor 1 isoform d9,10+|interferon regulatory factor 1 isoform delta4|interferon regulatory factor 1 isoform delta7",5q31.1,5,NC_000005.10,132481609,132490789,minus,10,147575
9606,Homo sapiens,246778,0,live,IL27,"IL-27, IL-27AA, IL27p28, IL30, p28, IL27",interleukin 27,; interleukin-27 subunit alpha|IL-27 p28 subunit|IL-27 subunit alpha|IL-27-A|IL27-A|interleukin-30,16p12.1-p11.2,16,NC_000016.10,28499362,28526730,minus,6,608273
9606,Homo sapiens,51561,0,live,IL23A,"IL-23, IL-23A, IL23P19, P19, SGRF",interleukin 23 subunit alpha,"; interleukin-23 subunit alpha|IL-23 subunit alpha|IL-23-A|IL-23p19|JKA3 induced upon T-cell activation|interleukin 23 p19 subunit|interleukin 23, alpha subunit p19|interleukin-23 subunit p19|interleukin-six, G-CSF related factor",12q13.3,12,NC_000012.12,56334159,56340410,plus,6,605580
9606,Homo sapiens,57379,0,live,AICDA,"AID, ARP2, CDA2, HEL-S-284, HIGM2",activation induced cytidine deaminase,; single-stranded DNA cytosine deaminase|cytidine aminohydrolase|epididymis secretory protein Li 284|integrated into Burkitt's lymphoma cell line Ramos,12p13.31,12,NC_000012.12,8602170,8612970,minus,5,605257
9606,Homo sapiens,1378,0,live,CR1,"C3BR, C4BR, CD35, KN",complement C3b/C4b receptor 1 (Knops blood group),; complement receptor type 1|C3-binding protein|C3b/C4b receptor|CD35 antigen|Knops blood group antigen|complement component (3b/4b) receptor 1 (Knops blood group)|complement receptor 1,1q32.2,1,NC_000001.11,207496152,207641765,plus,48,120620
9606,Homo sapiens,27161,0,live,AGO2,"CASC7, EIF2C2, LINC00980, PPD, Q10",argonaute RISC catalytic component 2,"; protein argonaute-2|PAZ Piwi domain protein|argonaute 2, RISC catalytic component|cancer susceptibility candidate 7|cancer susceptibility candidate 7 (non-protein coding)|eukaryotic translation initiation factor 2C, 2|long intergenic non-protein coding RNA 980|protein slicer",8q24.3,8,NC_000008.11,140520156,140642406,minus,22,606229
9606,Homo sapiens,2057,0,live,EPOR,EPO-R,erythropoietin receptor,; erythropoietin receptor,19p13.2,19,NC_000019.10,11377207,11384314,minus,8,133171
9606,Homo sapiens,407018,0,live,MIR27A,"MIR27, MIRN27A, mir-27a",microRNA 27a,hsa-mir-27a,19p13.12,19,NC_000019.10,13836440,13836517,minus,1,612153
9606,Homo sapiens,64135,0,live,IFIH1,"AGS7, Hlcd, IDDM19, MDA-5, MDA5, RLR-2, SGMRT1",interferon induced with helicase C domain 1,; interferon-induced helicase C domain-containing protein 1|CADM-140 autoantigen|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide|RIG-I-like receptor 2|RNA helicase-DEAD box protein 116|clinically amyopathic dermatomyositis autoantigen 140 kDa|helicard|helicase with 2 CARD domains|melanoma differentiation-associated gene 5|melanoma differentiation-associated protein 5|murabutide down-regulated protein,2q24.2,2,NC_000002.12,162267074,162318684,minus,16,606951
9606,Homo sapiens,1604,0,live,CD55,"CHAPLE, CR, CROM, DAF, TC",CD55 molecule (Cromer blood group),"; complement decay-accelerating factor|CD55 antigen|CD55 molecule, decay accelerating factor for complement (Cromer blood group)|Cromer blood group antigen",1q32.2,1,NC_000001.11,207321674,207360966,plus,15,125240
9606,Homo sapiens,834,0,live,CASP1,"ICE, IL1BC, P45",caspase 1,"; caspase-1|CASP1 nirs variant 1|IL-1 beta-converting enzyme|IL1B-convertase|caspase 1, apoptosis-related cysteine peptidase|interleukin 1, beta, convertase|interleukin 1-B converting enzyme",11q22.3,11,NC_000011.10,105025443,105035591,minus,12,147678
9606,Homo sapiens,975,0,live,CD81,"CVID6, S5.7, TAPA1, TSPAN28",CD81 molecule,; CD81 antigen|26 kDa cell surface protein TAPA-1|CD81 antigen (target of antiproliferative antibody 1)|tetraspanin-28|tspan-28,11p15.5,11,NC_000011.10,2376177,2397419,plus,10,186845
9606,Homo sapiens,710,0,live,SERPING1,"C1IN, C1INH, C1NH, HAE1, HAE2",serpin family G member 1,"; plasma protease C1 inhibitor|C1 esterase inhibitor|C1-inhibiting factor|C1-inhibitor|complement component 1 inhibitor|epididymis secretory sperm binding protein|serine/cysteine proteinase inhibitor clade G member 1|serpin G1|serpin peptidase inhibitor clade G member 1|serpin peptidase inhibitor, clade G (C1 inhibitor), member 1",11q12.1,11,NC_000011.10,57597685,57614848,plus,8,606860
9606,Homo sapiens,966,0,live,CD59,"16.3A5, 1F5, EJ16, EJ30, EL32, G344, HRF-20, HRF20, MAC-IP, MACIF, MEM43, MIC11, MIN1, MIN2, MIN3, MIRL, MSK21, p18-20",CD59 molecule (CD59 blood group),"; CD59 glycoprotein|1F5 antigen|20 kDa homologous restriction factor|CD59 antigen p18-20 (antigen identified by monoclonal antibodies 16.3A5, EJ16, EJ30, EL32 and G344)|CD59 blood group antigen|CD59 molecule, complement regulatory protein|Ly-6-like protein|MEM43 antigen|T cell-activating protein|human leukocyte antigen MIC11|lymphocytic antigen CD59/MEM43|membrane attack complex (MAC) inhibition factor|membrane attack complex inhibition factor|membrane inhibitor of reactive lysis|protectin|surface anitgen recognized by monoclonal antibody 16.3A5",11p13,11,NC_000011.10,33703010,33736479,minus,8,107271
9606,Homo sapiens,26762,0,live,HAVCR1,"CD365, HAVCR, HAVCR-1, KIM-1, KIM1, TIM, TIM-1, TIM1, TIMD-1, TIMD1",hepatitis A virus cellular receptor 1,; hepatitis A virus cellular receptor 1|T cell immunoglobin domain and mucin domain protein 1|T-cell immunoglobulin mucin family member 1|T-cell immunoglobulin mucin receptor 1|T-cell membrane protein 1|kidney injury molecule 1,5q33.3,5,NC_000005.10,157028383,157069633,minus,11,606518
9606,Homo sapiens,3572,0,live,IL6ST,"CD130, CDW130, GP130, HIES4, IL-6RB, sGP130",interleukin 6 signal transducer,"; interleukin-6 receptor subunit beta|CD130 antigen|IL-6 receptor subunit beta|IL-6R subunit beta|gp130 of the rheumatoid arthritis antigenic peptide-bearing soluble form|gp130, oncostatin M receptor|interleukin receptor beta chain|membrane glycoprotein 130|membrane glycoprotein gp130|oncostatin-M receptor subunit alpha",5q11.2,5,NC_000005.10,55935095,55994963,minus,19,600694
9606,Homo sapiens,80781,0,live,COL18A1,"KNO, KNO1, KS",collagen type XVIII alpha 1 chain,"; collagen alpha-1(XVIII) chain|antiangiogenic agent|collagen alpha-1(XVIII) chain isoform 1 preproprotein|collagen, type XVIII, alpha 1|endostatin|multi-functional protein MFP",21q22.3,21,NC_000021.9,45405165,45513720,plus,43,120328
9606,Homo sapiens,10544,0,live,PROCR,"CCCA, CCD41, EPCR",protein C receptor,"; endothelial protein C receptor|APC receptor|CD201 antigen|activated protein C receptor|cell cycle, centrosome-associated protein|centrocyclin|protein C receptor, endothelial",20q11.22,20,NC_000020.11,35172072,35215989,plus,5,600646
9606,Homo sapiens,6348,0,live,CCL3,"G0S19-1, LD78ALPHA, MIP-1-alpha, MIP1A, SCYA3",C-C motif chemokine ligand 3,; C-C motif chemokine 3|G0/G1 switch regulatory protein 19-1|PAT 464.1|SIS-beta|chemokine (C-C motif) ligand 3|macrophage inflammatory protein 1-alpha|small inducible cytokine A3 (homologous to mouse Mip-1a)|tonsillar lymphocyte LD78 alpha protein,17q12,17,NC_000017.11,36088256,36090143,minus,3,182283
9606,Homo sapiens,54210,0,live,TREM1,"CD354, TREM-1",triggering receptor expressed on myeloid cells 1,; triggering receptor expressed on myeloid cells 1|triggering receptor expressed on monocytes 1,6p21.1,6,NC_000006.12,41267385,41286745,minus,6,605085
9606,Homo sapiens,3251,0,live,HPRT1,"HGPRT, HPRT",hypoxanthine phosphoribosyltransferase 1,; hypoxanthine-guanine phosphoribosyltransferase|HGPRTase|hypoxanthine-guanine phosphoribosyltransferase 1|testicular tissue protein Li 89,Xq26.2-q26.3,X,NC_000023.11,134460165,134500668,plus,9,308000
9606,Homo sapiens,5196,0,live,PF4,"CXCL4, PF-4, SCYB4",platelet factor 4,; platelet factor 4|C-X-C motif chemokine 4|chemokine (C-X-C motif) ligand 4|iroplact|oncostatin-A,4q13.3,4,NC_000004.12,73980811,73982124,minus,3,173460
9606,Homo sapiens,2213,0,live,FCGR2B,"CD32, CD32B, FCG2, FCGR2, FCGR2C, FcRII-c, IGFR2",Fc fragment of IgG receptor IIb,"; low affinity immunoglobulin gamma Fc region receptor II-b|CDw32|Fc fragment of IgG, low affinity II, receptor for (CD32)|Fc fragment of IgG, low affinity IIb, receptor (CD32)|Fc fragment of IgG, low affinity IIb, receptor for (CD32)|Fc gamma RIIb|Fc gamma receptor IIb|Fc-gamma RII-c|Fc-gamma-RIIc|IgG Fc receptor II-c|Low affinity immunoglobulin gamma Fc region receptor II-c|fc-gamma RII-b|fc-gamma-RIIb|fcRII-b|igG Fc receptor II-b",1q23.3,1,NC_000001.11,161647243,161678654,plus,11,604590
9606,Homo sapiens,7531,0,live,YWHAE,"14-3-3E, HEL2, KCIP-1, MDCR, MDS",tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon,"; 14-3-3 protein epsilon|14-3-3 epsilon|epididymis luminal protein 2|mitochondrial import stimulation factor L subunit|protein kinase C inhibitor protein-1|tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide|tyrosine 3/tryptophan 5 -monooxygenase activation protein, epsilon polypeptide",17p13.3,17,NC_000017.11,1344275,1400262,minus,8,605066
9606,Homo sapiens,2215,0,live,FCGR3B,"CD16, CD16A, CD16b, FCG3, FCGR3, FCGR3A, FCR-10, FCRIII, FCRIIIb",Fc fragment of IgG receptor IIIb,"; low affinity immunoglobulin gamma Fc region receptor III-B|Fc fragment of IgG, low affinity IIIb, receptor (CD16b)|Fc gamma receptor III-B|Fc gamma receptor IIIb|Fc-gamma receptor IIIb (CD 16)|fc-gamma RIII-beta|fc-gamma RIIIb|igG Fc receptor III-1",1q23.3,1,NC_000001.11,161623196,161631963,minus,7,610665
9606,Homo sapiens,112744,0,live,IL17F,"CANDF6, IL-17F, ML-1, ML1",interleukin 17F,; interleukin-17F|cytokine ML-1,6p12.2,6,NC_000006.12,52236681,52245689,minus,4,606496
9606,Homo sapiens,8741,0,live,TNFSF13,"APRIL, CD256, TALL-2, TALL2, TNLG7B, TRDL-1, UNQ383/PRO715, ZTNF2",TNF superfamily member 13,"; tumor necrosis factor ligand superfamily member 13|TNF- and APOL-related leukocyte expressed ligand 2|a proliferation-inducing ligand|tumor necrosis factor (ligand) superfamily, member 13|tumor necrosis factor ligand 7B|tumor necrosis factor superfamily member 13|tumor necrosis factor-like protein ZTNF2|tumor necrosis factor-related death ligand-1",17p13.1,17,NC_000017.11,7558292,7561608,plus,6,604472
9606,Homo sapiens,1012,0,live,CDH13,"CDHH, P105",cadherin 13,"; cadherin-13|H-cadherin (heart)|T-cad|T-cadherin|cadherin 13, H-cadherin (heart)|heart cadherin",16q23.3,16,NC_000016.10,82626823,83800640,plus,20,601364
9606,Homo sapiens,111365141,0,live,LOC111365141,,NOS2 5' regulatory region,Sharpr-MPRA regulatory region 4166|iNOS promoter region,,17,NC_000017.11,27800158,27817264,plus,0,
9606,Homo sapiens,30061,0,live,SLC40A1,"FPN1, HFE4, IREG1, MST079, MSTP079, MTP1, SLC11A3",solute carrier family 40 member 1,"; solute carrier family 40 member 1|iron regulated gene 1|solute carrier family 11 (proton-coupled divalent metal ion transporters), member 3|solute carrier family 40 (iron-regulated transporter), member 1",2q32.2,2,NC_000002.12,189560590,189580811,minus,9,604653
9606,Homo sapiens,3459,0,live,IFNGR1,"CD119, IFNGR, IMD27A, IMD27B",interferon gamma receptor 1,"; interferon gamma receptor 1|AVP, type 2|CD119 antigen|CDw119|IFN-gamma receptor 1|IFN-gamma-R-alpha|IFN-gamma-R1|antiviral protein, type 2|immune interferon receptor 1|interferon-gamma receptor alpha chain",6q23.3,6,NC_000006.12,137197484,137220351,minus,9,107470
9606,Homo sapiens,2532,0,live,ACKR1,"CCBP1, CD234, DARC, DARC/ACKR1, Dfy, FY, GPD, GpFy, WBCQ1",atypical chemokine receptor 1 (Duffy blood group),"; atypical chemokine receptor 1|Duffy antigen chemokine receptor|Duffy blood group antigen|Duffy blood group system protein|Duffy blood group, chemokine receptor|Fy glycoprotein|glycoprotein D|plasmodium vivax receptor",1q23.2,1,NC_000001.11,159204875,159206500,plus,2,613665
9606,Homo sapiens,931,0,live,MS4A1,"B1, Bp35, CD20, CVID5, LEU-16, MS4A2, S7",membrane spanning 4-domains A1,"; B-lymphocyte antigen CD20|B-lymphocyte cell-surface antigen B1|CD20 antigen|CD20 receptor|leukocyte surface antigen Leu-16|membrane-spanning 4-domains, subfamily A, member 1",11q12.2,11,NC_000011.10,60455809,60470752,plus,8,112210
9606,Homo sapiens,823,0,live,CAPN1,"CANP, CANP1, CANPL1, SPG76, muCANP, muCL",calpain 1,"; calpain-1 catalytic subunit|CANP 1|calcium-activated neutral proteinase 1|calpain 1, (mu/I) large subunit|calpain mu-type|calpain, large polypeptide L1|calpain-1 large subunit|cell proliferation-inducing gene 30 protein|cell proliferation-inducing protein 30|micromolar-calpain",11q13.1,11,NC_000011.10,65181373,65212006,plus,25,114220
9606,Homo sapiens,7096,0,live,TLR1,"CD281, TIL, TIL. LPRS5, rsc786",toll like receptor 1,; toll-like receptor 1|toll/interleukin-1 receptor-like protein,4p14,4,NC_000004.12,38791055,38806262,minus,7,601194
9606,Homo sapiens,4283,0,live,CXCL9,"CMK, Humig, MIG, SCYB9, crg-10",C-X-C motif chemokine ligand 9,; C-X-C motif chemokine 9|chemokine (C-X-C motif) ligand 9|gamma-interferon-induced monokine|monokine induced by gamma interferon|monokine induced by interferon-gamma|small-inducible cytokine B9,4q21.1,4,NC_000004.12,76001275,76007509,minus,4,601704
9606,Homo sapiens,6037,0,live,RNASE3,"ECP, RAF1, RNS3",ribonuclease A family member 3,"; eosinophil cationic protein|RNase 3|cytotoxic ribonuclease|ribonuclease 3|ribonuclease, RNase A family, 3",14q11.2,14,NC_000014.9,20891403,20892348,plus,2,131398
