tax_id,Org_name,GeneID,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
9606,Homo sapiens,3329,0,live,HSPD1,"CPN60, GROEL, HLD4, HSP-60, HSP60, HSP65, HuCHA60, SPG13",heat shock protein family D (Hsp60) member 1,"; 60 kDa heat shock protein, mitochondrial|60 kDa chaperonin|P60 lymphocyte protein|chaperonin 60|epididymis secretory sperm binding protein|heat shock 60kDa protein 1 (chaperonin)|heat shock protein 65|mitochondrial matrix protein P1|short heat shock protein 60 Hsp60s1",2q33.1,2,NC_000002.12,197486584,197500274,minus,13,118190
9606,Homo sapiens,3456,0,live,IFNB1,"IFB, IFF, IFN-beta, IFNB",interferon beta 1,"; interferon beta|fibroblast interferon|interferon, beta 1, fibroblast|interferon-beta",9p21.3,9,NC_000009.12,21077104,21077942,minus,1,147640
9606,Homo sapiens,5327,0,live,PLAT,"T-PA, TPA","plasminogen activator, tissue type",; tissue-type plasminogen activator|alteplase|plasminogen/activator kringle|reteplase|t-plasminogen activator,8p11.21,8,NC_000008.11,42174718,42207565,minus,14,173370
9606,Homo sapiens,3566,0,live,IL4R,"CD124, IL-4RAA, IL4R",interleukin 4 receptor,; interleukin-4 receptor subunit alpha|IL-4 receptor subunit alpha|IL4R nirs variant 1|interleukin 13 receptor|interleukin-4 receptor alpha chain,16p12.1,16,NC_000016.10,27313668,27364778,plus,16,147781
9606,Homo sapiens,3312,0,live,HSPA8,"HEL-33, HEL-S-72p, HSC54, HSC70, HSC71, HSP71, HSP73, HSPA10, LAP-1, LAP1, NIP71",heat shock protein family A (Hsp70) member 8,; heat shock cognate 71 kDa protein|LPS-associated protein 1|N-myristoyltransferase inhibitor protein 71|constitutive heat shock protein 70|epididymis luminal protein 33|epididymis secretory sperm binding protein Li 72p|heat shock 70kDa protein 8|heat shock 70kd protein 10|heat shock cognate protein 54|lipopolysaccharide-associated protein 1,11q24.1,11,NC_000011.10,123057489,123062366,minus,10,600816
9606,Homo sapiens,5610,0,live,EIF2AK2,"EIF2AK1, PKR, PPP1R83, PRKR",eukaryotic translation initiation factor 2 alpha kinase 2,"; interferon-induced, double-stranded RNA-activated protein kinase|P1/eIF-2A protein kinase|double stranded RNA activated protein kinase|eIF-2A protein kinase 2|interferon-inducible elF2alpha kinase|p68 kinase|protein kinase R|protein kinase, interferon-inducible double stranded RNA dependent|protein phosphatase 1, regulatory subunit 83|tyrosine-protein kinase EIF2AK2",2p22.2,2,NC_000002.12,37099210,37157065,minus,17,176871
9606,Homo sapiens,5788,0,live,PTPRC,"B220, CD45, CD45R, GP180, L-CA, LCA, LY5, T200",protein tyrosine phosphatase receptor type C,"; receptor-type tyrosine-protein phosphatase C|CD45 antigen|T200 glycoprotein|T200 leukocyte common antigen|protein tyrosine phosphatase, receptor type, c polypeptide",1q31.3-q32.1,1,NC_000001.11,198638968,198757476,plus,34,151460
9606,Homo sapiens,103,0,live,ADAR,"ADAR1, AGS6, DRADA, DSH, DSRAD, G1P1, IFI-4, IFI4, K88DSRBP, P136",adenosine deaminase RNA specific,; double-stranded RNA-specific adenosine deaminase|136 kDa double-stranded RNA-binding protein|adenosine deaminase acting on RNA 1-A|dsRNA adenosine deaminase|dsRNA adeonosine deaminase|interferon-induced protein 4|interferon-inducible protein 4,1q21.3,1,NC_000001.11,154582057,154631560,minus,21,146920
9606,Homo sapiens,2194,0,live,FASN,"FAS, OA-519, SDR27X1",fatty acid synthase,"; fatty acid synthase|short chain dehydrogenase/reductase family 27X, member 1",17q25.3,17,NC_000017.11,82078338,82098303,minus,43,600212
9606,Homo sapiens,4691,0,live,NCL,"C23, Nsr1",nucleolin,; nucleolin,2q37.1,2,NC_000002.12,231453531,231464484,minus,14,164035
9606,Homo sapiens,406913,0,live,MIR126,"MIRN126, miRNA126, mir-126",microRNA 126,hsa-mir-126,9q34.3,9,NC_000009.12,136670602,136670686,plus,1,611767
9606,Homo sapiens,3002,0,live,GZMB,"C11, CCPI, CGL-1, CGL1, CSP-B, CSPB, CTLA1, CTSGL1, HLP, SECT",granzyme B,"; granzyme B|T-cell serine protease 1-3E|cathepsin G-like 1|cytotoxic T-lymphocyte proteinase 2|cytotoxic serine protease B|fragmentin 2|granzyme B (granzyme 2, cytotoxic T-lymphocyte-associated serine esterase 1)|human lymphocyte protein",14q12,14,NC_000014.9,24630954,24634190,minus,5,123910
9606,Homo sapiens,558,0,live,AXL,"ARK, JTK11, Tyro7, UFO",AXL receptor tyrosine kinase,; tyrosine-protein kinase receptor UFO|AXL oncogene|AXL transforming sequence/gene,19q13.2,19,NC_000019.10,41219223,41261767,plus,21,109135
9606,Homo sapiens,284,0,live,ANGPT1,"AGP1, AGPT, ANG1",angiopoietin 1,; angiopoietin-1|ANG-1,8q23.1,8,NC_000008.11,107249482,107497918,minus,10,601667
9606,Homo sapiens,3439,0,live,IFNA1,"IFL, IFN, IFN-ALPHA, IFN-alphaD3, IFNA@, IFNA1",interferon alpha 1,; interferon alpha-1/13|IFN-alpha 1b|IFN-alpha-1/13|interferon alpha 1b|interferon alpha-D|interferon-alpha1|leIF D,9p21.3,9,NC_000009.12,21440439,21441316,plus,1,147660
9606,Homo sapiens,3925,0,live,STMN1,"C1orf215, LAP18, Lag, OP18, PP17, PP19, PR22, SMN",stathmin 1,; stathmin|leukemia-associated phosphoprotein p18|metablastin|oncoprotein 18|phosphoprotein 19|phosphoprotein p19|prosolin|stathmin 1/oncoprotein 18|testicular tissue protein Li 189|transmembrane protein C1orf215,1p36.11,1,NC_000001.11,25884179,25906877,minus,8,151442
9606,Homo sapiens,2833,0,live,CXCR3,"CD182, CD183, CKR-L2, CMKAR3, GPR9, IP10-R, Mig-R, MigR",C-X-C motif chemokine receptor 3,; C-X-C chemokine receptor type 3|G protein-coupled receptor 9|IP-10 receptor|Mig receptor|chemokine (C-X-C motif) receptor 3|chemokine receptor 3|interferon-inducible protein 10 receptor,Xq13.1,X,NC_000023.11,71615913,71618515,minus,4,300574
9606,Homo sapiens,1025,0,live,CDK9,"C-2k, CDC2L4, CTK1, PITALRE, TAK",cyclin dependent kinase 9,; cyclin-dependent kinase 9|CDC2-related kinase|cell division cycle 2-like protein kinase 4|cell division protein kinase 9|serine/threonine protein kinase PITALRE|tat-associated kinase complex catalytic subunit,9q34.11,9,NC_000009.12,127786034,127790792,plus,7,603251
9606,Homo sapiens,58,0,live,ACTA1,"ACTA, ASMA, CFTD, CFTD1, CFTDM, MPFD, NEM1, NEM2, NEM3, SHPM","actin alpha 1, skeletal muscle","; actin, alpha skeletal muscle|nemaline myopathy type 3",1q42.13,1,NC_000001.11,229431245,229434094,minus,7,102610
9606,Homo sapiens,1437,0,live,CSF2,"CSF, GMCSF",colony stimulating factor 2,; granulocyte-macrophage colony-stimulating factor|colony stimulating factor 2 (granulocyte-macrophage)|granulocyte macrophage-colony stimulating factor|molgramostim|molgramostin|sargramostim,5q31.1,5,NC_000005.10,132073789,132076170,plus,4,138960
9606,Homo sapiens,578,0,live,BAK1,"BAK, BAK-LIKE, BCL2L7, CDN1",BCL2 antagonist/killer 1,; bcl-2 homologous antagonist/killer|BCL2-like 7 protein|apoptosis regulator BAK|bcl-2-like protein 7|bcl2-L-7|pro-apoptotic protein BAK,6p21.31,6,NC_000006.12,33572552,33580296,minus,7,600516
9606,Homo sapiens,64135,0,live,IFIH1,"AGS7, Hlcd, IDDM19, MDA-5, MDA5, RLR-2, SGMRT1",interferon induced with helicase C domain 1,; interferon-induced helicase C domain-containing protein 1|CADM-140 autoantigen|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide|RIG-I-like receptor 2|RNA helicase-DEAD box protein 116|clinically amyopathic dermatomyositis autoantigen 140 kDa|helicard|helicase with 2 CARD domains|melanoma differentiation-associated gene 5|melanoma differentiation-associated protein 5|murabutide down-regulated protein,2q24.2,2,NC_000002.12,162267074,162318684,minus,16,606951
9606,Homo sapiens,59341,0,live,TRPV4,"BCYM3, CMT2C, HMSN2C, OTRPC4, SMAL, SPSMA, SSQTL1, TRP12, VRL2, VROAC",transient receptor potential cation channel subfamily V member 4,; transient receptor potential cation channel subfamily V member 4|OSM9-like transient receptor potential channel 4|osm-9-like TRP channel 4|osmosensitive transient receptor potential channel 4|transient receptor potential protein 12|vanilloid receptor-like channel 2|vanilloid receptor-related osmotically activated channel,12q24.11,12,NC_000012.12,109783087,109833398,minus,19,605427
9606,Homo sapiens,5320,0,live,PLA2G2A,"MOM1, PLA2, PLA2B, PLA2L, PLA2S, PLAS1, sPLA2",phospholipase A2 group IIA,"; phospholipase A2, membrane associated|GIIC sPLA2|NPS-PLA2|group IIA phospholipase A2|non-pancreatic secretory phospholipase A2|phosphatidylcholine 2-acylhydrolase 2A|phospholipase A2, group IIA (platelets, synovial fluid)",1p36.13,1,NC_000001.11,19975431,19980434,minus,6,172411
9606,Homo sapiens,834,0,live,CASP1,"ICE, IL1BC, P45",caspase 1,"; caspase-1|CASP1 nirs variant 1|IL-1 beta-converting enzyme|IL1B-convertase|caspase 1, apoptosis-related cysteine peptidase|interleukin 1, beta, convertase|interleukin 1-B converting enzyme",11q22.3,11,NC_000011.10,105025443,105035591,minus,12,147678
9606,Homo sapiens,10059,0,live,DNM1L,"DLP1, DRP1, DVLP, DYMPLE, EMPF, EMPF1, HDYNIV, OPA5",dynamin 1 like,; dynamin-1-like protein|Dnm1p/Vps1p-like protein|dynamin family member proline-rich carboxyl-terminal domain less|dynamin-like protein 4|dynamin-like protein IV|dynamin-related protein 1,12p11.21,12,NC_000012.12,32679200,32745650,plus,21,603850
9606,Homo sapiens,9076,0,live,CLDN1,"CLD1, ILVASC, SEMP1",claudin 1,; claudin-1|senescence-associated epithelial membrane protein 1,3q28,3,NC_000003.12,190305707,190322446,minus,4,603718
9606,Homo sapiens,407008,0,live,MIR223,"MIRN223, miRNA223, mir-223",microRNA 223,hsa-mir-223,Xq12,X,NC_000023.11,66018870,66018979,plus,1,300694
9606,Homo sapiens,9173,0,live,IL1RL1,"DER4, FIT-1, IL33R, ST2, ST2L, ST2V, T1",interleukin 1 receptor like 1,; interleukin-1 receptor-like 1|growth stimulation-expressed|homolog of mouse growth stimulation-expressed|interleukin 1 receptor-related protein,2q12.1,2,NC_000002.12,102311502,102352367,plus,13,601203
9606,Homo sapiens,3838,0,live,KPNA2,"IPOA1, QIP2, RCH1, SRP1-alpha, SRP1alpha",karyopherin subunit alpha 2,"; importin subunit alpha-1|RAG cohort protein 1|importin subunit alpha-2|importin-alpha-P1|karyopherin alpha 2 (RAG cohort 1, importin alpha 1)|pendulin",17q24.2,17,NC_000017.11,68035735,68046859,plus,12,600685
9606,Homo sapiens,1003,0,live,CDH5,"7B4, CD144",cadherin 5,"; cadherin-5|7B4 antigen|VE-cadherin|cadherin 5, type 2 (vascular endothelium)|cadherin 5, type 2, VE-cadherin (vascular epithelium)|cd144 antigen|endothelial-specific cadherin|vascular endothelial cadherin",16q21,16,NC_000016.10,66366657,66404784,plus,12,601120
9606,Homo sapiens,5045,0,live,FURIN,"FUR, PACE, PCSK3, SPC1","furin, paired basic amino acid cleaving enzyme","; furin|FES upstream region|FURIN/ADAMTS1 fusion|dibasic processing enzyme|furin, membrane associated receptor protein|paired basic amino acid residue-cleaving enzyme|proprotein convertase subtilisin/kexin type 3",15q26.1,15,NC_000015.10,90868588,90883458,plus,18,136950
9606,Homo sapiens,6348,0,live,CCL3,"G0S19-1, LD78ALPHA, MIP-1-alpha, MIP1A, SCYA3",C-C motif chemokine ligand 3,; C-C motif chemokine 3|G0/G1 switch regulatory protein 19-1|PAT 464.1|SIS-beta|chemokine (C-C motif) ligand 3|macrophage inflammatory protein 1-alpha|small inducible cytokine A3 (homologous to mouse Mip-1a)|tonsillar lymphocyte LD78 alpha protein,17q12,17,NC_000017.11,36088256,36090143,minus,3,182283
9606,Homo sapiens,6890,0,live,TAP1,"ABC17, ABCB2, APT1, D6S114E, PSF-1, PSF1, RING4*0102N, TAP1N, TAP1","transporter 1, ATP binding cassette subfamily B member","; antigen peptide transporter 1|ABC transporter, MHC 1|ATP-binding cassette sub-family B member 2|ATP-binding cassette, sub-family B (MDR/TAP), member 2|peptide supply factor 1|peptide transporter PSF1|peptide transporter TAP1|peptide transporter involved in antigen processing 1|really interesting new gene 4 protein|transporter 1 ATP-binding cassette sub-family B|transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)|transporter associated with antigen processing|transporter, ATP-binding cassette, major histocompatibility complex, 1",6p21.32,6,NC_000006.12,32845209,32853971,minus,12,170260
9606,Homo sapiens,54210,0,live,TREM1,"CD354, TREM-1",triggering receptor expressed on myeloid cells 1,; triggering receptor expressed on myeloid cells 1|triggering receptor expressed on monocytes 1,6p21.1,6,NC_000006.12,41267385,41286745,minus,6,605085
9606,Homo sapiens,1616,0,live,DAXX,"BING2, DAP6, EAP1, SMIM40",death domain associated protein,; death domain-associated protein 6|CENP-C binding protein|ETS1-associated protein 1|Fas-binding protein|death-associated protein 6|fas death domain-associated protein,6p21.32,6,NC_000006.12,33318558,33323016,minus,8,603186
9606,Homo sapiens,904,0,live,CCNT1,"CCNT, CYCT1, HIVE1",cyclin T1,; cyclin-T1|CDK9-associated C-type protein|MLLT10/CCNT1 fusion|cyclin C-related protein|human immunodeficiency virus type 1 (HIV-1) expression (elevated) 1,12q13.11-q13.12,12,NC_000012.12,48688458,48716707,minus,10,143055
9606,Homo sapiens,5196,0,live,PF4,"CXCL4, PF-4, SCYB4",platelet factor 4,; platelet factor 4|C-X-C motif chemokine 4|chemokine (C-X-C motif) ligand 4|iroplact|oncostatin-A,4q13.3,4,NC_000004.12,73980811,73982124,minus,3,173460
9606,Homo sapiens,3190,0,live,HNRNPK,"AUKS, CSBP, HNRPK, TUNP",heterogeneous nuclear ribonucleoprotein K,; heterogeneous nuclear ribonucleoprotein K|dC-stretch binding protein|transformation upregulated nuclear protein,9q21.32,9,NC_000009.12,83968083,83980782,minus,18,600712
9606,Homo sapiens,7531,0,live,YWHAE,"14-3-3E, HEL2, KCIP-1, MDCR, MDS",tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon,"; 14-3-3 protein epsilon|14-3-3 epsilon|epididymis luminal protein 2|mitochondrial import stimulation factor L subunit|protein kinase C inhibitor protein-1|tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide|tyrosine 3/tryptophan 5 -monooxygenase activation protein, epsilon polypeptide",17p13.3,17,NC_000017.11,1344275,1400262,minus,8,605066
9606,Homo sapiens,3837,0,live,KPNB1,"IMB1, IPO1, IPOB, Impnb, NTF97",karyopherin subunit beta 1,; importin subunit beta-1|PTAC97|importin 1|importin 90|importin beta-1 subunit|karyopherin (importin) beta 1|nuclear factor p97|pore targeting complex 97 kDa subunit,17q21.32,17,NC_000017.11,47649919,47685505,plus,23,602738
9606,Homo sapiens,10392,0,live,NOD1,"CARD4, CLR7.1, NLRC1",nucleotide binding oligomerization domain containing 1,"; nucleotide-binding oligomerization domain-containing protein 1|NLR family, CARD domain containing 1|caspase recruitment domain family, member 4|caspase recruitment domain-containing protein 4|nucleotide-binding oligomerization domain, leucine rich repeat and CARD domain containing 1",7p14.3,7,NC_000007.14,30424527,30478866,minus,19,605980
9606,Homo sapiens,7416,0,live,VDAC1,"PORIN, VDAC-1",voltage dependent anion channel 1,; voltage-dependent anion-selective channel protein 1|outer mitochondrial membrane protein porin 1|plasmalemmal porin|porin 31HL|porin 31HM|sperm binding protein 1a,5q31.1,5,NC_000005.10,133971871,134070987,minus,11,604492
9606,Homo sapiens,1445,0,live,CSK,,C-terminal Src kinase,"; tyrosine-protein kinase CSK|C-Src kinase|CSK, non-receptor tyrosine kinase|c-src tyrosine kinase|protein-tyrosine kinase CYL",15q24.1,15,NC_000015.10,74782080,74803198,plus,16,124095
9606,Homo sapiens,2621,0,live,GAS6,"AXLLG, AXSF",growth arrest specific 6,; growth arrest-specific protein 6|AXL receptor tyrosine kinase ligand|AXL stimulatory factor,13q34,13,NC_000013.11,113820549,113864076,minus,15,600441
9606,Homo sapiens,5868,0,live,RAB5A,RAB5,"RAB5A, member RAS oncogene family",; ras-related protein Rab-5A|RAS-associated protein RAB5A,3p24.3,3,NC_000003.12,19947080,19985175,plus,6,179512
9606,Homo sapiens,2023,0,live,ENO1,"ENO1L1, HEL-S-17, MPB1, NNE, PPH",enolase 1,"; alpha-enolase|c-myc promoter-binding protein-1|2-phospho-D-glycerate hydro-lyase|MYC promoter-binding protein 1|alpha enolase like 1|enolase 1, (alpha)|enolase-alpha|epididymis secretory protein Li 17|non-neural enolase|phosphopyruvate hydratase|plasminogen-binding protein|tau-crystallin",1p36.23,1,NC_000001.11,8861000,8878686,minus,13,172430
9606,Homo sapiens,382,0,live,ARF6,,ADP ribosylation factor 6,; ADP-ribosylation factor 6,14q21.3,14,NC_000014.9,49893082,49897054,plus,2,600464
9606,Homo sapiens,51548,0,live,SIRT6,SIR2L6,sirtuin 6,; NAD-dependent protein deacetylase sirtuin-6|SIR2-like protein 6|regulatory protein SIR2 homolog 6|sir2-related protein type 6|sirtuin type 6,19p13.3,19,NC_000019.10,4174109,4182563,minus,9,606211
9606,Homo sapiens,57506,0,live,MAVS,"CARDIF, IPS-1, IPS1, VISA",mitochondrial antiviral signaling protein,; mitochondrial antiviral-signaling protein|CARD adapter inducing interferon beta|CARD adaptor inducing IFN-beta|IFN-B promoter stimulator 1|interferon beta promoter stimulator protein 1|putative NF-kappa-B-activating protein 031N|virus-induced signaling adaptor|virus-induced-signaling adapter,20p13,20,NC_000020.11,3846799,3876123,plus,7,609676
9606,Homo sapiens,3811,0,live,KIR3DL1,"CD158E1, KIR/S1, NKAT-3, NKAT3, NKB1, NKB1B, KIR3DL1","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1","; killer cell immunoglobulin-like receptor 3DL1|CD158 antigen-like family member E|HLA-BW4-specific inhibitory NK cell receptor|KIR antigen 3DL1|killer cell immunoglobulin-like receptor, three domains, long cytoplasmic tail, 1|natural killer-associated transcript 3|p70 NK receptor CL-2/CL-11|p70 killer cell inhibitory receptor|p70 natural killer cell receptor clones CL-2/CL-11",19q13.42,19,NC_000019.10,54816438,54830778,plus,9,604946
9606,Homo sapiens,1654,0,live,DDX3X,"CAP-Rf, DBX, DDX14, DDX3, HLP2, MRX102",DEAD-box helicase 3 X-linked,"; ATP-dependent RNA helicase DDX3X|DEAD (Asp-Glu-Ala-Asp) box helicase 3, X-linked|DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked|DEAD box protein 3, X-chromosomal|DEAD box, X isoform|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 3|DEAD/H box-3|helicase-like protein 2",Xp11.4,X,NC_000023.11,41333308,41364472,plus,20,300160
9606,Homo sapiens,3156,0,live,HMGCR,LDLCQ3,3-hydroxy-3-methylglutaryl-CoA reductase,; 3-hydroxy-3-methylglutaryl-Coenzyme A reductase|3-hydroxy-3-methylglutaryl CoA reductase (NADPH)|HMG-CoA reductase|hydroxymethylglutaryl-CoA reductase,5q13.3,5,NC_000005.10,75336334,75362116,plus,23,142910
9606,Homo sapiens,406942,0,live,MIR150,"MIRN150, miRNA150, mir-150",microRNA 150,hsa-mir-150,19q13.33,19,NC_000019.10,49500785,49500868,minus,1,611114
9606,Homo sapiens,3965,0,live,LGALS9,"HUATA, LGALS9",galectin 9,"; galectin-9|ecalectin|gal-9|lectin, galactoside-binding, soluble, 9|tumor antigen HOM-HD-21|urate transporter/channel protein",17q11.2,17,NC_000017.11,27631172,27649560,plus,12,601879
9606,Homo sapiens,3313,0,live,HSPA9,"CRP40, CSA, EVPLS, GRP-75, GRP75, HEL-S-124mB, MOT, MOT2, MTHSP75, PBP74, SAAN, SIDBA4, HSPA9",heat shock protein family A (Hsp70) member 9,"; stress-70 protein, mitochondrial|75 kDa glucose-regulated protein|catecholamine-regulated protein 40|epididymis secretory sperm binding protein Li 124m|heat shock 70kD protein 9B|heat shock 70kDa protein 9 (mortalin)|mortalin, perinuclear|mortalin-2|mortalin2|p66-mortalin|peptide-binding protein 74",5q31.2,5,NC_000005.10,138553756,138575401,minus,17,600548
9606,Homo sapiens,2209,0,live,FCGR1A,"CD64, CD64A, FCRI, IGFR1",Fc fragment of IgG receptor Ia,"; high affinity immunoglobulin gamma Fc receptor I|Fc fragment of IgG, high affinity Ia, receptor (CD64)|Fc fragment of IgG, high affinity Ia, receptor for (CD64)|Fc gamma receptor Ia|Fc-gamma RI|Fc-gamma receptor I A1|IgG Fc receptor I|fc-gamma RIA|fcgammaRIa",1q21.2,1,NC_000001.11,149782071,149792518,plus,6,146760
9606,Homo sapiens,3589,0,live,IL11,"AGIF, IL-11",interleukin 11,; interleukin-11|adipogenesis inhibitory factor|oprelvekin,19q13.42,19,NC_000019.10,55364382,55370463,minus,5,147681
9606,Homo sapiens,2923,0,live,PDIA3,"ER60, ERp57, ERp60, ERp61, GRP57, GRP58, HEL-S-269, HEL-S-93n, HsT17083, P58, PI-PLC",protein disulfide isomerase family A member 3,"; protein disulfide-isomerase A3|58 kDa glucose-regulated protein|58 kDa microsomal protein|ER protein 57|ER protein 60|disulfide isomerase ER-60|endoplasmic reticulum P58|endoplasmic reticulum resident protein 57|endoplasmic reticulum resident protein 60|epididymis secretory protein Li 269|epididymis secretory sperm binding protein Li 93n|glucose regulated protein, 58kDa|phospholipase C-alpha|protein disulfide isomerase-associated 3",15q15.3,15,NC_000015.10,43746438,43773278,plus,13,602046
9606,Homo sapiens,5725,0,live,PTBP1,"HNRNP-I, HNRNPI, HNRPI, PTB, PTB-1, PTB-T, PTB2, PTB3, PTB4, pPTB",polypyrimidine tract binding protein 1,; polypyrimidine tract-binding protein 1|57 kDa RNA-binding protein PPTB-1|RNA-binding protein|heterogeneous nuclear ribonucleoprotein I|heterogeneous nuclear ribonucleoprotein polypeptide I|hnRNP I|polypyrimidine tract binding protein (heterogeneous nuclear ribonucleoprotein I),19p13.3,19,NC_000019.10,797452,812316,plus,16,600693
9606,Homo sapiens,4277,0,live,MICB,PERB11.2,MHC class I polypeptide-related sequence B,; MHC class I polypeptide-related sequence B|MHC class I chain-related protein B|MHC class I mic-B antigen|MHC class I-like molecule PERB11.2-IMX|stress inducible class I homolog,6p21.33,6,NC_000006.12,31494881,31511124,plus,7,602436
9606,Homo sapiens,283131,0,live,NEAT1,"LINC00084, NCRNA00084, TncRNA, VINC",nuclear paraspeckle assembly transcript 1,MENepsilon/beta|long intergenic non-protein coding RNA 84|nuclear enriched abundant transcript 1|nuclear paraspeckle assembly transcript 1 (non-protein coding)|trophoblast MHC class II suppressor|trophoblast-derived noncoding RNA|virus inducible non-coding RNA,11q13.1,11,NC_000011.10,65422798,65445540,plus,1,612769
9606,Homo sapiens,10015,0,live,PDCD6IP,"AIP1, ALIX, DRIP4, HP95",programmed cell death 6 interacting protein,; programmed cell death 6-interacting protein|ALG-2 interacting protein 1|ALG-2-interacting protein X|PDCD6-interacting protein|apoptosis-linked gene 2-interacting protein X|dopamine receptor interacting protein 4,3p22.3,3,NC_000003.12,33798571,33869707,plus,20,608074
9606,Homo sapiens,6891,0,live,TAP2,"ABC18, ABCB3, APT2, D6S217E, PSF-2, PSF2, RING11","transporter 2, ATP binding cassette subfamily B member","; antigen peptide transporter 2|ABC transporter, MHC 2|ATP-binding cassette, sub-family B (MDR/TAP), member 3|peptide supply factor 2|peptide transporter PSF2|peptide transporter involved in antigen processing 2|really interesting new gene 11 protein|transporter 2, ABC (ATP binding cassette)|transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)",6p21.32,6,NC_000006.12,32821833,32838823,minus,13,170261
9606,Homo sapiens,340061,0,live,STING1,"ERIS, MITA, MPYS, NET23, SAVI, STING, STING-beta, TMEM173, hMITA, hSTING",stimulator of interferon response cGAMP interactor 1,; stimulator of interferon genes protein|N-terminal methionine-proline-tyrosine-serine plasma membrane tetraspanner|endoplasmic reticulum IFN stimulator|endoplasmic reticulum interferon stimulator|mitochondrial mediator of IRF3 activation|stimulator of interferon protein|transmembrane protein 173,5q31.2,5,NC_000005.10,139475533,139482758,minus,9,612374
9606,Homo sapiens,51196,0,live,PLCE1,"NPHS3, PLCE, PPLC",phospholipase C epsilon 1,"; 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1|PLC-epsilon-1|pancreas-enriched phospholipase C|phosphoinositide phospholipase C|phosphoinositide phospholipase C-epsilon-1|phosphoinositide-specific phospholipase C epsilon-1",10q23.33,10,NC_000010.11,93993931,94332823,plus,39,608414
9606,Homo sapiens,3921,0,live,RPSA,"37LRP, 67LR, ICAS, LAMBR, LAMR1, LBP, LBP/p40, LRP, LRP/LR, NEM/1CHD4, SA, lamR, p40",ribosomal protein SA,"; 40S ribosomal protein SA|37 kDa laminin receptor|37/67 kDa laminin receptor|67 kDa laminin receptor|colon carcinoma laminin-binding protein|laminin receptor 1 (67kD, ribosomal protein SA)|laminin-binding protein precursor p40|multidrug resistance-associated protein MGr1-Ag|small ribosomal subunit protein uS2",3p22.1,3,NC_000003.12,39406720,39412542,plus,7,150370
9606,Homo sapiens,7066,0,live,THPO,"MGDF, MKCSF, ML, MPLLG, THCYT1, TPO",thrombopoietin,; thrombopoietin|MPL ligand|c-mpl ligand|megakaryocyte colony-stimulating factor|megakaryocyte growth and development factor|megakaryocyte stimulating factor|myeloproliferative leukemia virus oncogene ligand|prepro-thrombopoietin,3q27.1,3,NC_000003.12,184371935,184379688,minus,7,600044
9606,Homo sapiens,6741,0,live,SSB,"LARP3, La, La/SSB",small RNA binding exonuclease protection factor La,"; lupus La protein|La ribonucleoprotein domain family, member 3|SS-B|SS-B/La protein|Sjogren syndrome antigen B|autoantigen La|la autoantigen|lupus La antigen|sjoegren syndrome type B antigen",2q31.1,2,NC_000002.12,169798871,169812064,plus,13,109090
9606,Homo sapiens,54567,0,live,DLL4,"AOS6, delta4, hdelta2",delta like canonical Notch ligand 4,; delta-like protein 4|delta 4|delta ligand 4|delta-like 4 homolog|delta-like 4 protein|drosophila Delta homolog 4|notch ligand DLL4|notch ligand delta-2,15q15.1,15,NC_000015.10,40929340,40939073,plus,11,605185
9606,Homo sapiens,10859,0,live,LILRB1,"CD85J, ILT-2, ILT2, LIR-1, LIR1, MIR-7, MIR7, PIR-B, PIRB",leukocyte immunoglobulin like receptor B1,"; leukocyte immunoglobulin-like receptor subfamily B member 1|CD85 antigen-like family member J|Ig-like transcript 2|leucocyte Ig-like receptor B1|leukocyte immunoglobulin-like receptor subfamily B member 1 soluble isoform|leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1|monocyte/macrophage immunoglobulin-like receptor 7|myeloid inhibitory receptor 7",19q13.42,19,NC_000019.10,54616930,54637925,plus,16,604811
9606,Homo sapiens,6773,0,live,STAT2,"IMD44, ISGF-3, P113, STAT113",signal transducer and activator of transcription 2,"; signal transducer and activator of transcription 2|interferon alpha induced transcriptional activator|signal transducer and activator of transcription 2, 113kDa",12q13.3,12,NC_000012.12,56341597,56360161,minus,24,600556
9606,Homo sapiens,9641,0,live,IKBKE,"IKK-E, IKK-i, IKKE, IKKI",inhibitor of nuclear factor kappa B kinase subunit epsilon,"; inhibitor of nuclear factor kappa-B kinase subunit epsilon|I-kappa-B kinase epsilon|IKK-epsilon|IKK-related kinase epsilon|inducible I kappa-B kinase|inducible IkappaB kinase|inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase epsilon",1q32.1,1,NC_000001.11,206470243,206496890,plus,22,605048
